userid,transaction,region,transaction_date,product_category,sell_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price
U01234,TXN101234,East,2025-04-30,Books,3457.8,Pending,Kolkata,37,Premium,2025-04-30 22:55:00,user1234@example.com,user1234,1728.9,S009,2,10,P5679,Urgent,1921
U01235,TXN101235,East,2026-02-22,Home,20786.0,Refunded,Bengaluru,53,Premium,2026-02-22 16:02:00,user1235@example.com,user1235,4157.2,S073,5,5,P9718,Urgent,4376
U01236,TXN101236,North,2026-01-18,Electronics,5078.5,Completed,Chennai,66,Premium,2026-01-18 08:06:00,user1236@example.com,user1236,1015.7,S081,5,30,P5567,Medium,1451
U01237,TXN101237,South,2025-01-08,Grocery,13007.4,Refunded,Bengaluru,65,Free,2025-01-08 03:30:00,user1237@example.com,user1237,3251.85,S047,4,5,P4053,Low,3423
U01238,TXN101238,South,2026-01-15,Books,3941.6,Pending,Pune,32,Basic,2026-01-15 04:25:00,user1238@example.com,user1238,3941.6,S020,1,20,P5133,Urgent,4927
U01239,TXN101239,North,2025-05-06,Fashion,10183.2,Refunded,Mumbai,41,Basic,2025-05-06 07:15:00,user1239@example.com,user1239,3394.4,S027,3,20,P4405,Urgent,4243
U01240,TXN101240,South,2025-05-09,Sports,10700.8,Failed,Chennai,48,Free,2025-05-09 05:54:00,user1240@example.com,user1240,2675.2,S002,4,5,P1586,Low,2816
U01241,TXN101241,West,2025-03-23,Electronics,3080.7,Completed,Kolkata,53,Basic,2025-03-23 22:02:00,user1241@example.com,user1241,440.1,S077,7,10,P6332,Medium,489
U01242,TXN101242,East,2025-03-05,Grocery,2131.8,Completed,Hyderabad,20,Premium,2025-03-05 05:22:00,user1242@example.com,user1242,2131.8,S068,1,15,P6808,Medium,2508
U01243,TXN101243,North,2025-07-11,Fashion,1674.0,Pending,Chennai,59,Premium,2025-07-11 06:32:00,user1243@example.com,user1243,209.25,S056,8,25,P6875,Urgent,279
U01244,TXN101244,East,2025-12-30,Home,23460.0,Pending,Delhi,24,Basic,2025-12-30 12:02:00,user1244@example.com,user1244,3910.0,S067,6,15,P9002,High,4600
U01245,TXN101245,East,2026-03-28,Sports,22968.0,Refunded,Jaipur,66,Premium,2026-03-28 11:40:00,user1245@example.com,user1245,2552.0,S089,9,20,P3144,Medium,3190
U01246,TXN101246,North,2026-02-07,Grocery,2320.8,Refunded,Kolkata,44,Free,2026-02-07 16:03:00,user1246@example.com,user1246,773.6,S074,3,20,P3206,Urgent,967
U01247,TXN101247,South,2025-01-07,Fashion,17362.5,Completed,Mumbai,64,Free,2025-01-07 19:52:00,user1247@example.com,user1247,3472.5,S020,5,25,P3786,Medium,4630
U01248,TXN101248,North,2025-09-14,Books,10164.3,Pending,Bengaluru,70,Premium,2025-09-14 08:04:00,user1248@example.com,user1248,1694.05,S011,6,15,P4192,High,1993
U01249,TXN101249,North,2025-12-12,Sports,15458.4,Failed,Hyderabad,26,Basic,2025-12-12 16:46:00,user1249@example.com,user1249,3864.6,S013,4,10,P9231,Urgent,4294
U01250,TXN101250,West,2025-11-14,Home,3663.0,Failed,Jaipur,52,Premium,2025-11-14 14:26:00,user1250@example.com,user1250,1221.0,S012,3,0,P5582,Low,1221
U01251,TXN101251,South,2026-03-18,Books,14926.0,Refunded,Bengaluru,43,Premium,2026-03-18 18:44:00,user1251@example.com,user1251,2985.2,S055,5,15,P4773,Low,3512
U01252,TXN101252,North,2025-05-31,Grocery,3116.0,Completed,Jaipur,51,Basic,2025-05-31 23:13:00,user1252@example.com,user1252,1558.0,S020,2,5,P1464,High,1640
U01253,TXN101253,West,2025-07-28,Grocery,912.0,Refunded,Chennai,43,Basic,2025-07-28 07:56:00,user1253@example.com,user1253,304.0,S012,3,5,P4935,High,320
U01254,TXN101254,South,2025-09-05,Sports,19609.6,Completed,Chennai,34,Free,2025-09-05 22:03:00,user1254@example.com,user1254,2451.2,S001,8,20,P4785,Medium,3064
U01255,TXN101255,North,2025-09-02,Grocery,2809.8,Refunded,Mumbai,41,Premium,2025-09-02 13:57:00,user1255@example.com,user1255,1404.9,S093,2,10,P4336,Medium,1561
U01256,TXN101256,West,2026-01-23,Home,8681.4,Refunded,Chennai,67,Free,2026-01-23 12:47:00,user1256@example.com,user1256,964.6,S032,9,30,P3127,High,1378
U01257,TXN101257,West,2025-01-11,Electronics,691.2,Pending,Jaipur,56,Basic,2025-01-11 08:56:00,user1257@example.com,user1257,345.6,S008,2,20,P9842,Low,432
U01258,TXN101258,West,2026-03-16,Home,5769.8,Failed,Mumbai,26,Basic,2026-03-16 22:47:00,user1258@example.com,user1258,2884.9,S072,2,15,P2266,High,3394
U01259,TXN101259,North,2025-12-18,Home,1127.95,Completed,Jaipur,68,Basic,2025-12-18 10:07:00,user1259@example.com,user1259,1127.95,S038,1,15,P9255,Low,1327
U01260,TXN101260,North,2025-03-10,Books,44346.0,Completed,Delhi,21,Free,2025-03-10 06:13:00,user1260@example.com,user1260,4434.6,S070,10,5,P8137,High,4668
U01261,TXN101261,North,2025-12-03,Books,865.3,Failed,Pune,38,Basic,2025-12-03 04:55:00,user1261@example.com,user1261,432.65,S041,2,15,P3739,High,509
U01262,TXN101262,East,2025-04-01,Books,20697.6,Failed,Jaipur,55,Basic,2025-04-01 08:40:00,user1262@example.com,user1262,2587.2,S006,8,30,P3754,Urgent,3696
U01263,TXN101263,South,2026-04-21,Home,8333.5,Failed,Hyderabad,55,Premium,2026-04-21 06:17:00,user1263@example.com,user1263,1666.7,S046,5,30,P5623,Urgent,2381
U01264,TXN101264,East,2026-03-05,Books,8358.0,Pending,Delhi,69,Free,2026-03-05 06:13:00,user1264@example.com,user1264,1194.0,S043,7,25,P7007,Medium,1592
U01265,TXN101265,North,2025-12-17,Books,2608.2,Pending,Pune,64,Free,2025-12-17 17:53:00,user1265@example.com,user1265,2608.2,S055,1,30,P4839,Medium,3726
U01266,TXN101266,North,2025-04-11,Home,1111.8,Failed,Hyderabad,42,Premium,2025-04-11 00:44:00,user1266@example.com,user1266,555.9,S064,2,15,P5677,Medium,654
U01267,TXN101267,North,2026-02-27,Home,13398.0,Completed,Kolkata,43,Premium,2026-02-27 16:40:00,user1267@example.com,user1267,2679.6,S045,5,30,P6308,High,3828
U01268,TXN101268,East,2025-05-02,Grocery,5834.5,Completed,Mumbai,51,Free,2025-05-02 01:57:00,user1268@example.com,user1268,1166.9,S061,5,30,P4389,Urgent,1667
U01269,TXN101269,West,2026-02-02,Electronics,30978.0,Failed,Delhi,28,Basic,2026-02-02 07:48:00,user1269@example.com,user1269,3442.0,S085,9,0,P9040,Medium,3442
U01270,TXN101270,West,2026-03-27,Grocery,2884.0,Completed,Bengaluru,30,Basic,2026-03-27 07:02:00,user1270@example.com,user1270,1442.0,S008,2,30,P2728,Urgent,2060
U01271,TXN101271,North,2026-04-09,Electronics,11726.4,Completed,Kolkata,19,Free,2026-04-09 18:50:00,user1271@example.com,user1271,2931.6,S093,4,30,P8662,Urgent,4188
U01272,TXN101272,East,2025-09-21,Fashion,23923.2,Completed,Pune,38,Basic,2025-09-21 06:40:00,user1272@example.com,user1272,3987.2,S010,6,20,P4552,High,4984
U01273,TXN101273,West,2026-04-13,Fashion,6151.5,Failed,Kolkata,68,Free,2026-04-13 19:05:00,user1273@example.com,user1273,1230.3,S007,5,10,P5125,Urgent,1367
U01274,TXN101274,South,2025-06-12,Fashion,13423.5,Pending,Delhi,29,Premium,2025-06-12 01:51:00,user1274@example.com,user1274,2237.25,S053,6,25,P4604,Urgent,2983
U01275,TXN101275,West,2025-09-02,Books,3751.2,Completed,Delhi,63,Basic,2025-09-02 18:03:00,user1275@example.com,user1275,3751.2,S008,1,20,P2352,Medium,4689
U01276,TXN101276,South,2025-09-18,Sports,5348.2,Failed,Bengaluru,32,Basic,2025-09-18 06:51:00,user1276@example.com,user1276,1337.05,S087,4,15,P9667,Low,1573
U01277,TXN101277,West,2026-04-22,Home,1681.4,Pending,Pune,40,Basic,2026-04-22 15:26:00,user1277@example.com,user1277,840.7,S092,2,30,P9582,Urgent,1201
U01278,TXN101278,East,2025-01-29,Fashion,2002.5,Pending,Kolkata,22,Premium,2025-01-29 13:01:00,user1278@example.com,user1278,1001.25,S040,2,25,P9901,High,1335
U01279,TXN101279,South,2025-04-11,Sports,5362.0,Completed,Jaipur,34,Basic,2025-04-11 20:52:00,user1279@example.com,user1279,536.2,S003,10,30,P9604,Urgent,766
U01280,TXN101280,North,2025-04-08,Electronics,17584.5,Failed,Pune,22,Premium,2025-04-08 13:37:00,user1280@example.com,user1280,1758.45,S060,10,5,P5764,Low,1851
U01281,TXN101281,South,2025-01-10,Books,27616.0,Completed,Kolkata,34,Premium,2025-01-10 19:29:00,user1281@example.com,user1281,2761.6,S091,10,20,P7785,Urgent,3452
U01282,TXN101282,North,2025-02-26,Books,19358.75,Refunded,Mumbai,43,Free,2025-02-26 11:10:00,user1282@example.com,user1282,3871.75,S056,5,15,P4797,Low,4555
U01283,TXN101283,South,2025-06-17,Home,16864.2,Completed,Pune,55,Free,2025-06-17 20:45:00,user1283@example.com,user1283,2810.7,S045,6,10,P7511,Low,3123
U01284,TXN101284,South,2025-10-27,Fashion,10188.0,Failed,Chennai,20,Free,2025-10-27 17:30:00,user1284@example.com,user1284,1132.0,S072,9,0,P9522,Low,1132
U01285,TXN101285,West,2025-05-31,Electronics,27040.8,Refunded,Kolkata,47,Basic,2025-05-31 16:32:00,user1285@example.com,user1285,4506.8,S005,6,5,P1797,Low,4744
U01286,TXN101286,West,2025-07-27,Fashion,4288.5,Refunded,Mumbai,64,Premium,2025-07-27 14:39:00,user1286@example.com,user1286,857.7,S069,5,10,P1301,Medium,953
U01287,TXN101287,North,2025-10-30,Books,15544.2,Failed,Chennai,25,Basic,2025-10-30 06:32:00,user1287@example.com,user1287,2590.7,S075,6,30,P8624,Urgent,3701
U01288,TXN101288,East,2025-03-08,Electronics,3035.0,Completed,Hyderabad,39,Free,2025-03-08 19:27:00,user1288@example.com,user1288,3035.0,S005,1,0,P4377,Medium,3035
U01289,TXN101289,East,2026-02-11,Sports,2499.0,Completed,Hyderabad,44,Free,2026-02-11 15:43:00,user1289@example.com,user1289,833.0,S058,3,30,P1850,Urgent,1190
U01290,TXN101290,South,2025-06-28,Sports,33170.0,Pending,Jaipur,68,Premium,2025-06-28 16:32:00,user1290@example.com,user1290,3317.0,S064,10,0,P4634,Medium,3317
U01291,TXN101291,East,2025-05-27,Fashion,22474.0,Failed,Mumbai,48,Free,2025-05-27 13:58:00,user1291@example.com,user1291,2247.4,S061,10,15,P4437,Low,2644
U01292,TXN101292,East,2025-06-01,Sports,32711.0,Pending,Hyderabad,61,Premium,2025-06-01 17:55:00,user1292@example.com,user1292,3271.1,S022,10,30,P9018,Medium,4673
U01293,TXN101293,North,2025-05-16,Electronics,45600.0,Pending,Kolkata,59,Premium,2025-05-16 14:32:00,user1293@example.com,user1293,4560.0,S044,10,5,P6645,Urgent,4800
U01294,TXN101294,West,2025-12-02,Electronics,960.3,Failed,Delhi,21,Premium,2025-12-02 12:11:00,user1294@example.com,user1294,960.3,S089,1,10,P2139,Low,1067
U01295,TXN101295,West,2025-04-08,Home,16934.4,Completed,Delhi,69,Free,2025-04-08 19:48:00,user1295@example.com,user1295,2822.4,S050,6,20,P1423,Medium,3528
U01296,TXN101296,East,2026-01-04,Sports,35803.6,Pending,Chennai,44,Premium,2026-01-04 02:41:00,user1296@example.com,user1296,4475.45,S092,8,5,P7979,Low,4711
U01297,TXN101297,East,2025-06-09,Electronics,22307.4,Completed,Hyderabad,31,Basic,2025-06-09 21:04:00,user1297@example.com,user1297,2478.6,S002,9,10,P8352,Medium,2754
U01298,TXN101298,East,2026-04-16,Sports,30035.2,Completed,Bengaluru,28,Premium,2026-04-16 11:40:00,user1298@example.com,user1298,3754.4,S082,8,20,P4772,Medium,4693
U01299,TXN101299,South,2026-04-22,Fashion,14544.0,Completed,Mumbai,26,Free,2026-04-22 21:02:00,user1299@example.com,user1299,3636.0,S068,4,20,P6037,High,4545
U01300,TXN101300,South,2025-12-28,Sports,14574.0,Refunded,Jaipur,67,Basic,2025-12-28 08:23:00,user1300@example.com,user1300,2429.0,S077,6,0,P9280,Medium,2429
U01301,TXN101301,East,2026-01-28,Sports,1612.0,Completed,Pune,36,Premium,2026-01-28 06:47:00,user1301@example.com,user1301,322.4,S036,5,20,P2162,Urgent,403
U01302,TXN101302,West,2026-01-11,Grocery,6216.75,Pending,Hyderabad,49,Premium,2026-01-11 00:46:00,user1302@example.com,user1302,2072.25,S028,3,25,P5077,Urgent,2763
U01303,TXN101303,East,2026-03-13,Home,2860.9,Refunded,Pune,69,Premium,2026-03-13 17:32:00,user1303@example.com,user1303,2860.9,S021,1,30,P8757,Urgent,4087
U01304,TXN101304,West,2026-04-23,Books,8470.0,Pending,Kolkata,62,Basic,2026-04-23 09:53:00,user1304@example.com,user1304,1694.0,S085,5,0,P5752,High,1694
U01305,TXN101305,North,2025-05-04,Fashion,5504.8,Completed,Jaipur,37,Basic,2025-05-04 08:32:00,user1305@example.com,user1305,1376.2,S010,4,30,P5782,Medium,1966
U01306,TXN101306,North,2025-06-27,Electronics,5418.0,Pending,Hyderabad,36,Basic,2025-06-27 14:12:00,user1306@example.com,user1306,774.0,S096,7,10,P1456,Low,860
U01307,TXN101307,North,2025-10-05,Fashion,22137.85,Completed,Hyderabad,20,Basic,2025-10-05 17:17:00,user1307@example.com,user1307,3162.55,S053,7,5,P8477,Urgent,3329
U01308,TXN101308,West,2025-12-23,Fashion,8084.25,Failed,Hyderabad,36,Basic,2025-12-23 14:54:00,user1308@example.com,user1308,2694.75,S044,3,25,P6714,High,3593
U01309,TXN101309,South,2025-04-04,Home,46010.0,Pending,Delhi,32,Free,2025-04-04 18:58:00,user1309@example.com,user1309,4601.0,S036,10,0,P9204,Medium,4601
U01310,TXN101310,South,2025-10-05,Sports,6768.0,Failed,Kolkata,29,Basic,2025-10-05 01:58:00,user1310@example.com,user1310,3384.0,S011,2,25,P6796,Medium,4512
U01311,TXN101311,South,2025-09-09,Grocery,5878.4,Completed,Bengaluru,26,Basic,2025-09-09 14:52:00,user1311@example.com,user1311,2939.2,S058,2,20,P5558,Medium,3674
U01312,TXN101312,North,2025-11-10,Electronics,8237.25,Completed,Kolkata,69,Basic,2025-11-10 02:21:00,user1312@example.com,user1312,1176.75,S094,7,25,P7780,Urgent,1569
U01313,TXN101313,East,2025-04-28,Grocery,6215.4,Completed,Delhi,48,Free,2025-04-28 01:33:00,user1313@example.com,user1313,3107.7,S060,2,10,P9216,Low,3453
U01314,TXN101314,South,2025-01-28,Grocery,17463.6,Refunded,Pune,28,Premium,2025-01-28 20:27:00,user1314@example.com,user1314,2910.6,S017,6,10,P2462,High,3234
U01315,TXN101315,South,2026-02-17,Grocery,15206.4,Completed,Jaipur,39,Free,2026-02-17 06:46:00,user1315@example.com,user1315,2534.4,S097,6,10,P7836,Medium,2816
U01316,TXN101316,South,2025-04-28,Electronics,7056.0,Refunded,Mumbai,33,Premium,2025-04-28 18:43:00,user1316@example.com,user1316,705.6,S020,10,30,P9177,Urgent,1008
U01317,TXN101317,West,2026-03-20,Books,680.4,Failed,Pune,39,Free,2026-03-20 02:24:00,user1317@example.com,user1317,113.4,S070,6,30,P5000,Medium,162
U01318,TXN101318,East,2026-01-25,Grocery,6234.75,Failed,Bengaluru,39,Free,2026-01-25 04:38:00,user1318@example.com,user1318,1246.95,S090,5,15,P3589,Urgent,1467
U01319,TXN101319,South,2026-03-10,Sports,31199.0,Completed,Jaipur,25,Free,2026-03-10 23:39:00,user1319@example.com,user1319,3119.9,S074,10,30,P8836,High,4457
U01320,TXN101320,West,2025-10-12,Home,32542.5,Refunded,Kolkata,69,Free,2025-10-12 01:00:00,user1320@example.com,user1320,3254.25,S009,10,25,P9415,Medium,4339
U01321,TXN101321,South,2026-01-05,Home,9588.0,Pending,Delhi,35,Basic,2026-01-05 12:08:00,user1321@example.com,user1321,2397.0,S043,4,25,P2679,Medium,3196
U01322,TXN101322,South,2026-04-06,Books,24136.0,Pending,Delhi,18,Basic,2026-04-06 03:29:00,user1322@example.com,user1322,3017.0,S100,8,30,P7306,High,4310
U01323,TXN101323,East,2025-04-06,Sports,5311.6,Refunded,Chennai,48,Basic,2025-04-06 08:59:00,user1323@example.com,user1323,2655.8,S061,2,30,P8027,Urgent,3794
U01324,TXN101324,East,2025-04-30,Electronics,86.7,Refunded,Jaipur,23,Free,2025-04-30 11:04:00,user1324@example.com,user1324,86.7,S051,1,15,P1427,Urgent,102
U01325,TXN101325,West,2025-05-28,Fashion,16784.95,Completed,Hyderabad,64,Free,2025-05-28 12:14:00,user1325@example.com,user1325,2397.85,S015,7,15,P3617,Urgent,2821
U01326,TXN101326,South,2025-04-25,Grocery,14613.2,Failed,Pune,66,Premium,2025-04-25 07:04:00,user1326@example.com,user1326,2087.6,S100,7,15,P1764,Medium,2456
U01327,TXN101327,West,2025-07-25,Fashion,21827.2,Refunded,Mumbai,54,Basic,2025-07-25 18:10:00,user1327@example.com,user1327,2728.4,S094,8,5,P8970,Medium,2872
U01328,TXN101328,South,2025-09-15,Fashion,8368.0,Failed,Mumbai,61,Free,2025-09-15 01:40:00,user1328@example.com,user1328,836.8,S100,10,20,P3871,High,1046
U01329,TXN101329,East,2025-01-29,Fashion,542.7,Completed,Jaipur,34,Free,2025-01-29 11:03:00,user1329@example.com,user1329,542.7,S057,1,10,P5091,Low,603
U01330,TXN101330,West,2025-09-06,Home,4402.5,Completed,Hyderabad,42,Free,2025-09-06 05:37:00,user1330@example.com,user1330,880.5,S099,5,25,P7668,Urgent,1174
U01331,TXN101331,East,2025-05-06,Fashion,4390.4,Failed,Mumbai,40,Basic,2025-05-06 23:25:00,user1331@example.com,user1331,627.2,S044,7,30,P2871,High,896
U01332,TXN101332,South,2026-02-24,Home,2395.8,Failed,Hyderabad,21,Free,2026-02-24 09:22:00,user1332@example.com,user1332,2395.8,S099,1,10,P7425,Urgent,2662
U01333,TXN101333,West,2026-01-22,Sports,35770.0,Refunded,Delhi,36,Free,2026-01-22 11:21:00,user1333@example.com,user1333,3577.0,S099,10,0,P3233,Urgent,3577
U01334,TXN101334,East,2025-01-01,Home,15562.8,Refunded,Pune,56,Premium,2025-01-01 22:30:00,user1334@example.com,user1334,3890.7,S003,4,10,P6632,Medium,4323
U01335,TXN101335,South,2025-08-17,Grocery,8296.35,Pending,Chennai,35,Free,2025-08-17 18:03:00,user1335@example.com,user1335,2765.45,S097,3,5,P2443,Medium,2911
U01336,TXN101336,North,2025-02-19,Electronics,5650.0,Refunded,Kolkata,52,Basic,2025-02-19 15:58:00,user1336@example.com,user1336,1130.0,S079,5,0,P9945,Medium,1130
U01337,TXN101337,North,2025-10-13,Sports,9243.0,Refunded,Kolkata,45,Basic,2025-10-13 12:56:00,user1337@example.com,user1337,3081.0,S034,3,25,P7578,Urgent,4108
U01338,TXN101338,West,2025-09-25,Home,6305.4,Pending,Delhi,60,Premium,2025-09-25 14:41:00,user1338@example.com,user1338,3152.7,S006,2,10,P6546,High,3503
U01339,TXN101339,West,2025-07-07,Grocery,23511.6,Pending,Bengaluru,27,Basic,2025-07-07 16:42:00,user1339@example.com,user1339,2612.4,S013,9,30,P6731,Medium,3732
U01340,TXN101340,South,2025-08-30,Fashion,15458.4,Pending,Jaipur,40,Free,2025-08-30 17:17:00,user1340@example.com,user1340,1932.3,S044,8,5,P8889,High,2034
U01341,TXN101341,West,2025-07-06,Books,19997.5,Pending,Pune,42,Free,2025-07-06 17:08:00,user1341@example.com,user1341,3999.5,S094,5,5,P8467,Medium,4210
U01342,TXN101342,West,2025-10-29,Electronics,27216.0,Completed,Hyderabad,18,Free,2025-10-29 10:57:00,user1342@example.com,user1342,2721.6,S006,10,20,P3674,High,3402
U01343,TXN101343,West,2026-01-04,Grocery,7584.0,Completed,Hyderabad,24,Premium,2026-01-04 13:23:00,user1343@example.com,user1343,948.0,S020,8,0,P4647,High,948
U01344,TXN101344,East,2025-10-08,Electronics,20286.3,Refunded,Hyderabad,49,Basic,2025-10-08 18:06:00,user1344@example.com,user1344,3381.05,S032,6,5,P5875,Urgent,3559
U01345,TXN101345,South,2025-06-25,Books,3587.25,Failed,Bengaluru,26,Free,2025-06-25 18:33:00,user1345@example.com,user1345,3587.25,S066,1,25,P2678,Low,4783
U01346,TXN101346,South,2025-03-03,Home,10643.4,Completed,Chennai,54,Free,2025-03-03 04:53:00,user1346@example.com,user1346,1182.6,S007,9,10,P8991,High,1314
U01347,TXN101347,West,2026-04-27,Sports,6616.8,Pending,Mumbai,23,Free,2026-04-27 15:06:00,user1347@example.com,user1347,3308.4,S009,2,10,P5349,Medium,3676
U01348,TXN101348,East,2025-04-19,Books,13908.0,Refunded,Chennai,55,Premium,2025-04-19 09:24:00,user1348@example.com,user1348,1390.8,S071,10,5,P5059,Medium,1464
U01349,TXN101349,North,2026-02-02,Fashion,7221.9,Completed,Hyderabad,32,Basic,2026-02-02 09:44:00,user1349@example.com,user1349,1031.7,S019,7,5,P1792,Medium,1086
U01350,TXN101350,North,2025-11-14,Fashion,2691.0,Failed,Delhi,37,Free,2025-11-14 12:00:00,user1350@example.com,user1350,897.0,S046,3,25,P5077,Urgent,1196
U01351,TXN101351,East,2025-06-25,Electronics,32960.25,Refunded,Jaipur,68,Free,2025-06-25 04:20:00,user1351@example.com,user1351,3662.25,S078,9,5,P9096,Medium,3855
U01352,TXN101352,East,2026-04-18,Fashion,14603.0,Failed,Jaipur,44,Premium,2026-04-18 23:50:00,user1352@example.com,user1352,1460.3,S023,10,15,P8650,Medium,1718
U01353,TXN101353,East,2025-10-30,Electronics,2093.0,Pending,Hyderabad,65,Basic,2025-10-30 00:23:00,user1353@example.com,user1353,1046.5,S089,2,30,P5878,High,1495
U01354,TXN101354,North,2026-03-28,Electronics,25912.8,Pending,Delhi,33,Free,2026-03-28 22:07:00,user1354@example.com,user1354,3239.1,S044,8,10,P6483,Low,3599
U01355,TXN101355,North,2025-11-11,Books,6660.45,Refunded,Hyderabad,64,Free,2025-11-11 16:49:00,user1355@example.com,user1355,740.05,S076,9,5,P6878,High,779
U01356,TXN101356,West,2025-09-07,Fashion,29582.0,Failed,Jaipur,70,Free,2025-09-07 12:19:00,user1356@example.com,user1356,4226.0,S034,7,0,P3705,High,4226
U01357,TXN101357,West,2025-02-11,Home,796.0,Refunded,Hyderabad,69,Basic,2025-02-11 03:10:00,user1357@example.com,user1357,796.0,S056,1,20,P4069,High,995
U01358,TXN101358,East,2025-09-07,Sports,18921.15,Refunded,Pune,39,Free,2025-09-07 19:34:00,user1358@example.com,user1358,2102.35,S091,9,5,P4831,Urgent,2213
U01359,TXN101359,East,2025-02-24,Grocery,24468.75,Failed,Mumbai,41,Premium,2025-02-24 17:41:00,user1359@example.com,user1359,2718.75,S016,9,25,P2107,Low,3625
U01360,TXN101360,South,2026-03-12,Sports,3992.1,Refunded,Chennai,62,Basic,2026-03-12 13:34:00,user1360@example.com,user1360,1330.7,S026,3,30,P3119,Medium,1901
U01361,TXN101361,North,2025-12-19,Books,11072.25,Failed,Chennai,56,Free,2025-12-19 09:41:00,user1361@example.com,user1361,1581.75,S010,7,25,P2096,High,2109
U01362,TXN101362,West,2025-01-20,Electronics,1297.7,Refunded,Jaipur,52,Basic,2025-01-20 13:56:00,user1362@example.com,user1362,1297.7,S046,1,5,P4478,Medium,1366
U01363,TXN101363,West,2025-06-11,Home,14645.2,Refunded,Mumbai,48,Free,2025-06-11 13:12:00,user1363@example.com,user1363,3661.3,S048,4,5,P1714,High,3854
U01364,TXN101364,North,2025-04-03,Home,9370.2,Refunded,Jaipur,63,Premium,2025-04-03 14:17:00,user1364@example.com,user1364,1561.7,S077,6,30,P8815,Urgent,2231
U01365,TXN101365,West,2025-09-20,Sports,25272.0,Pending,Hyderabad,34,Basic,2025-09-20 02:16:00,user1365@example.com,user1365,2808.0,S037,9,10,P6965,Low,3120
U01366,TXN101366,West,2025-03-02,Fashion,10122.0,Failed,Delhi,49,Free,2025-03-02 21:05:00,user1366@example.com,user1366,1446.0,S004,7,0,P9828,Low,1446
